"Gene_ID","Pi_gene_0d","Td_gene_0d","Tw_gene_0d","Pi_gene_4d","Td_gene_4d","Tw_gene_4d","Pi_gene_full","Td_gene_full","Tw_gene_full","DOS_east","W_Danaus_plexippus_East","East_Pin_Pis_Monarch","alpha_East","W_alpha_East","Gene_Type","Gene_function"
"DPOGS207353",0.000213655,-0.767533475,0.000337457,0,NA,0,0.000175764,-0.958912007,0.00029268,-0.122694543,0.12013256,0.298605276,-1.485631508,-0.178472716,"Paired_control","Modulation"
"DPOGS207354",0.003457007,-0.734228918,0.004414263,0.001666458,-1.862662884,0.005058527,0.002767661,-1.146133998,0.004078939,0.010648267,0.147203947,0.133359133,0.094051922,0.013844814,"Paired_control","Modulation"
"DPOGS207355",0.007440371,-1.222544443,0.010945456,0.00040016,-1.510602523,0.001439626,0.005850329,-1.391988203,0.00915038,0.039390989,0.084486874,0.040056682,0.52588278,0.044430192,"Paired_control","Modulation"
"DPOGS207356",0.002333946,-1.979237064,0.005309363,0.003281244,-1.309318365,0.00597612,0.002297093,-1.933675345,0.004834729,-0.074706394,0.212193191,0.332898598,-0.568846751,-0.120705407,"Paired_control","Modulation"
"DPOGS207357",0.002443727,-1.55963666,0.00508139,0.011452682,-0.821747349,0.016264125,0.005325987,-1.429958043,0.00891973,0.014755959,0.014976959,0,1,0.014976959,"Paired_control","Modulation"
"DPOGS207358",0.004973081,-1.221110384,0.007438697,0.018004115,-1.249969141,0.027124946,0.00832819,-1.160605056,0.011913512,0.022833729,0.05501965,0.030202049,0.451067961,0.024817601,"Paired_control","Modulation"
"DPOGS207359",0.003397748,-0.709331535,0.004298237,0.030715516,-0.865931155,0.040338812,0.008739034,-0.928397986,0.011555539,0.034939707,0.044758539,0.007964258,0.822061703,0.036794281,"Paired_control","Modulation"
"DPOGS207360",0.008061344,-1.133759902,0.011461635,0.00651537,-1.320292105,0.010618726,0.006981997,-1.207087558,0.010150099,-0.0020336,0.01000435,0.012083113,-0.207785938,-0.002078763,"Paired_control","Modulation"
"DPOGS207363",0.004310251,-0.967113663,0.00597612,0.009034864,-1.862142566,0.019502429,0.006405229,-1.3243015,0.009875832,-0.000431095,0.015574302,0.016019124,-0.028561268,-0.000444822,"Paired_control","Modulation"
"DPOGS212552",0.003109226,0.968672153,0.002215286,0.005643739,1.032038418,0.003426309,0.002699862,0.630958946,0.002200113,0.029972388,0.176263736,0.136206291,0.227258575,0.040057446,"Paired_control","Signaling"
"DPOGS212551",0.00744182,-0.377142218,0.008356851,0.006210364,-1.541961271,0.012757534,0.007896749,-0.805454494,0.01010068,-0.090310988,0.079726651,0.196387842,-1.463264651,-0.116661191,"Paired_control","Signaling"
"DPOGS216147",0.005691222,-1.124614027,0.008565773,0.018302559,-0.971456002,0.026221753,0.009185033,-0.910799836,0.012201604,0.081794529,0.125620655,0.030722441,0.755434801,0.094898215,"Paired_control","Modulation"
"DPOGS216144",0.002165927,-1.34866264,0.003653647,0.008061002,-1.289153039,0.013100593,0.004223927,-1.321472909,0.006553678,0.155362961,0.211021505,0.019251491,0.908770004,0.191770014,"Paired_control","Modulation"
"DPOGS200953",0.000663475,-1.241374607,0.001631576,0.001418208,-0.740993868,0.002649208,0.00061447,-1.32136373,0.001366879,0.037735849,0.039215686,0,1,0.039215686,"Paired_control","Modulation"
"DPOGS200950",0.007393484,-1.518013151,0.012510536,0.006109569,-1.692709713,0.012675807,0.006271242,-1.481423222,0.010293632,0.02538499,0.104434907,0.074315329,0.288405277,0.030119578,"Paired_control","Modulation"
"DPOGS200949",0.005533077,-1.076509558,0.007977925,0.010427303,-0.409613371,0.012022137,0.005557718,-1.106122645,0.007935593,0.066282596,0.091332712,0.017714914,0.80603977,0.073617798,"Paired_control","Modulation"
"DPOGS200946",0.002496488,-1.770291893,0.004887566,0.00018797,-1.151418009,0.000676245,0.002019484,-1.632571341,0.00362084,0.046625981,0.124894515,0.068834864,0.448855989,0.056059651,"Paired_control","Modulation"
"DPOGS200962",0.000438212,-1.151418009,0.001576523,0.014046359,-1.502345968,0.030592045,0.002995778,-1.568474355,0.006267638,0.139042357,0.161497326,0,1,0.161497326,"Paired_control","Modulation"
"DPOGS210269",0.006774465,-0.143395632,0.007204855,0.028798186,-0.59869402,0.036710454,0.00976907,-0.868799609,0.01338402,-0.079661234,0.079947575,0.181600626,-1.271496353,-0.101653051,"Immune_genes","Effector"
"DPOGS210268",0.000643501,-1.151418009,0.002315074,0.009223509,-1.337838808,0.020835663,0.002116402,-1.565921222,0.005271245,0.095907928,0.106082037,0,1,0.106082037,"Immune_genes","Effector"
"DPOGS210272",0.007237229,-0.995847912,0.009918263,0.005402395,-1.290086977,0.009467433,0.005737018,-1.294502394,0.008734642,-0.003762288,0.104062723,0.108667909,-0.044253949,-0.004605186,"Paired_control","Signaling"
"DPOGS210267",0.000994956,-1.337838808,0.002247579,0.019761905,-1.36876869,0.033406513,0.00720095,-1.047660504,0.01014902,0.095047853,0.134194474,0.023823487,0.822470432,0.110370987,"Paired_control","Effector"
"DPOGS210274",0.006648999,-0.959365251,0.00912871,0.018219833,-0.073037693,0.018651279,0.007108033,-1.02338458,0.009820631,0.010812991,0.108832808,0.095695637,0.120709657,0.013137171,"Paired_control","Signaling"
"DPOGS210266",0.003883823,0.137072323,0.00364501,0.002164502,-1.151418009,0.007787066,0.011053689,-0.490342672,0.012948261,0.114806103,0.259820813,0.100630928,0.612691042,0.159189885,"Paired_control","Effector"
"DPOGS210264",0.010529992,-1.045541456,0.014436695,0.008365508,-1.429459825,0.013890442,0.010682767,-1.253606269,0.015726223,-0.051973157,0.219119735,0.301590461,-0.376372882,-0.082470726,"Paired_control","Signaling"
"DPOGS210275",0.004015024,-1.120435694,0.005824415,0.000677176,-0.363403659,0.000877042,0.002391206,-1.11262885,0.00345287,0.049665179,0.052260716,0,1,0.052260716,"Paired_control","Signaling"
"DPOGS210263",0.003199949,-1.256162428,0.006155046,0.016113516,-1.524285882,0.032705677,0.005972559,-1.7276345,0.012195337,0.009620398,0.058532877,0.047861967,0.182306263,0.01067091,"Paired_control","Effector"
"DPOGS210276",0.003480431,-1.365207381,0.006378767,0.014316838,-0.757854801,0.020154759,0.006271859,-1.257173668,0.009799824,-0.041027737,0,0.042783028,NA,NA,"Paired_control","Effector"
"DPOGS210277",0.013983521,-0.943436122,0.018435254,0.01177508,-0.602031368,0.014108331,0.011989855,-0.972357878,0.015938618,0.046831142,0.144978166,0.086708183,0.401922476,0.058269983,"Paired_control","Signaling"
"DPOGS210280",0.003604353,-1.625919369,0.007855075,0.022181522,-1.411885041,0.039534335,0.010740465,-1.291234608,0.016730024,0.02877431,0.237241379,0.194708828,0.179279649,0.042532551,"Paired_control","Effector"
"DPOGS210281",0.010289947,-0.890112467,0.013568184,0.00377425,0.212456139,0.003426309,0.007434228,-0.944566083,0.009947349,-0.021556343,0.059248555,0.084000098,-0.417757755,-0.024751543,"Paired_control","Signaling"
"DPOGS210282",0.005492818,-1.255691642,0.008523157,0.005224868,-0.488499327,0.006424329,0.005472309,-1.296135975,0.008433483,0.024436094,0.047142857,0.021016991,0.554185039,0.026125866,"Paired_control","Signaling"
"DPOGS210284",0.01141812,-0.899151352,0.01522804,0.003953392,-1.72080062,0.011549356,0.007787412,-1.267095443,0.011883153,-0.000790712,0.046400694,0.047267205,-0.018674525,-0.000866511,"Paired_control","Effector"
"DPOGS210261",0.001587302,0.03615007,0.00156691,0.010213649,-1.416548605,0.0173484,0.00439979,-1.289799014,0.006743268,-0.068348144,0.042042042,0.121949097,-1.900646372,-0.079907055,"Paired_control","Effector"
"DPOGS210285",0.008168726,-1.093901828,0.011451877,0.005696058,-0.754788889,0.00737722,0.006284468,-1.276996552,0.009393017,0.014504534,0.038737446,0.0233197,0.398006266,0.015417746,"Paired_control","Signaling"
"DPOGS210260",0.004690446,-0.477127972,0.005415144,0.004857177,-1.095137724,0.007436523,0.003719531,-0.916372665,0.004941792,4.61e-05,0.023289665,0.023241349,0.002074562,4.83e-05,"Immune_genes","Signaling"
"DPOGS210259",0.01010273,-0.938326861,0.013476543,0.005070547,-2.071929413,0.013856397,0.009187637,-1.237146347,0.013561984,0.01719222,0.098235766,0.077884116,0.207171487,0.02035165,"Paired_control","Signaling"
"DPOGS210286",0.002116402,-1.862662884,0.006424329,0.013505987,-0.003357466,0.013524904,0.004692329,-1.493925193,0.008644358,0.071681081,0.164316966,0.074628972,0.545823093,0.089687995,"Paired_control","Effector"
"DPOGS210258",0.002266357,-1.487637092,0.003931152,0.010970511,-0.964488859,0.014975127,0.004903829,-1.349798959,0.007592929,0.064910266,0.083178439,0.012023662,0.85544737,0.071154777,"Paired_control","Signaling"
"DPOGS210289",0.003358668,-1.097522468,0.004948136,0.008253968,-1.69519286,0.016703256,0.005316054,-1.080948844,0.007486473,0.008627451,0.008702532,0,1,0.008702532,"Paired_control","Signaling"
"DPOGS204786",0.001271262,-1.422652395,0.002414513,0.006421123,-0.412576703,0.007484656,0.003511602,-1.167075899,0.005183322,0.115973742,0.131188119,0,1,0.131188119,"Paired_control","Signaling"
"DPOGS204785",0.002667099,-1.384691821,0.004545104,0.016233766,-0.696882844,0.020441048,0.007452676,-1.093802857,0.010488701,0.139729107,0.245374095,0.060782089,0.752288075,0.184592006,"Paired_control","Effector"
"DPOGS204790",0.003030856,-1.834087135,0.00591026,0.007310353,-1.525897464,0.012671261,0.004479981,-1.606363513,0.007658141,0.00240855,0.206114918,0.202621317,0.016949773,0.003493601,"Paired_control","Signaling"
"DPOGS204783",0.004463096,-0.567015544,0.005546184,0.016905407,-1.005634937,0.025070554,0.013254344,0.061789833,0.013031094,0.117589211,0.227564103,0.072718952,0.680446296,0.154845151,"Paired_control","Effector"
"DPOGS204792",0.0041112,-1.569481925,0.007431492,0.010277377,-1.789877957,0.021803785,0.00788878,-1.182081258,0.011479901,0.093674247,0.179429429,0.062087684,0.653971569,0.117341746,"Paired_control","Signaling"
"DPOGS204793",0.002863539,-1.558572039,0.005042645,0.016883756,0.812967015,0.013659704,0.004971179,-0.92038582,0.006565008,-0.014406938,0.009694258,0.024598688,-1.537449238,-0.01490443,"Paired_control","Effector"
"DPOGS213911",0.006903237,-0.689968666,0.008443632,0.004864485,-1.79788611,0.009964266,0.006317563,-0.986799214,0.008488335,0.036809421,0.057544757,0.017919581,0.688597507,0.039625176,"Paired_control","Recognition"
"DPOGS213916",0.002797174,-0.587140317,0.003399866,0.003562055,1.590903069,0.002023411,0.00305379,-0.21400439,0.003250768,0,0,0,NA,NA,"Paired_control","Recognition"
"DPOGS213923",0.003591381,-1.570780987,0.006699487,0.000422654,-1.151418009,0.001520551,0.002215432,-1.709089422,0.004397402,-0.040364932,0.052581262,0.099287081,-0.888259749,-0.046705819,"Paired_control","Recognition"
"DPOGS211698",0.002563289,-1.63523383,0.00484855,0.004704346,-1.126589629,0.007526411,0.003130456,-1.599039577,0.005522812,-0.017352242,0.027167845,0.045807977,-0.686110041,-0.018640131,"Paired_control","Signaling"
"DPOGS211696",0.003187571,-1.514838067,0.005542559,0.003191625,-1.299672243,0.005511489,0.003351252,-1.756548617,0.006294338,0.031608702,0.086111111,0.050061896,0.418636052,0.036049216,"Paired_control","Signaling"
"DPOGS211700",0,NA,0,0.001276222,-0.018647381,0.001291322,0.000549067,0.22729363,0.000501574,0.098296199,0.109011628,0,1,0.109011628,"Paired_control","Signaling"
"DPOGS211695",0.008187847,-0.468488794,0.009390006,0.024266554,-1.009612038,0.033295528,0.015058595,-0.672420353,0.018228813,-0.020021674,0.179925254,0.208474347,-0.158671962,-0.028549093,"Paired_control","Effector"
"DPOGS211702",0.015046485,-0.185700204,0.01582275,0.005022621,-0.530062227,0.006207082,0.012363819,-0.223823882,0.013130016,0.027512454,0.058844508,0.028872014,0.509350741,0.029972494,"Paired_control","Signaling"
"DPOGS211691",0.000687831,-0.740993868,0.001284866,0,NA,0,0.000377929,-0.740993868,0.00070597,-0.778740157,0.284125379,0,1,0.284125379,"Paired_control","Effector"
"DPOGS211688",0.003974068,-0.910916524,0.005365374,0.017244758,-0.628947295,0.020938555,0.009109529,-0.771360489,0.011410316,0.03970817,0.159320809,0.108300731,0.32023487,0.051020079,"Paired_control","Signaling"
"DPOGS211704",0.005204166,-1.114494862,0.007531453,0.010083754,-1.269522653,0.016132845,0.006527933,-1.018990653,0.008938197,0.041065747,0.065743945,0.02105681,0.679714842,0.044687135,"Paired_control","Signaling"
"DPOGS211687",0.005768721,-1.277355846,0.008968715,0.005814594,-1.139846171,0.009368814,0.004370334,-1.413751715,0.007101159,0.007748665,0.044686444,0.036297691,0.18772477,0.008388752,"Paired_control","Signaling"
"DPOGS212899",0.008212081,-1.231071856,0.012148572,0.00457527,-1.081131002,0.007040361,0.007373923,-1.183020499,0.010642444,-0.004168496,0.050022331,0.054638498,-0.092282122,-0.004616167,"Paired_control","Modulation"
"DPOGS212898",0.001814059,1.557381317,0.000917761,0.014659197,-0.083955569,0.015116069,0.00740314,0.069956553,0.007253275,0,0,0,NA,NA,"Paired_control","Modulation"
"DPOGS212901",0.012568068,-0.923037145,0.016501488,0.01860145,-0.136062124,0.019333405,0.012739729,-0.81326161,0.016088448,0.083354752,0.282548476,0.15867823,0.438403519,0.123870246,"Paired_control","Modulation"
"DPOGS212894",0.005493467,-1.359153231,0.009177613,0,NA,0,0.003885925,-1.491443828,0.006753099,-0.056357626,0,0.0597235,NA,NA,"Paired_control","Modulation"
"DPOGS211275",0.009409187,1.956465351,0.006107224,0.012579916,0.1400503,0.012045618,0.008376947,1.740449097,0.005713612,-0.034132542,0.346478873,0.411342401,-0.187207742,-0.064863527,"Paired_control","Effector"
"DPOGS211266",0.008827972,-1.146458833,0.012828614,0,NA,0,0.006606528,-1.343481983,0.01029765,0.057005314,0.182115594,0.107485605,0.409794614,0.07462999,"Paired_control","Effector"
"DPOGS202683",0.007648536,-0.387993849,0.008578205,0.011521535,-0.130335881,0.012008092,0.007912772,-0.740048446,0.009851337,0.002977662,0.040210943,0.036998946,0.079878675,0.003211997,"Paired_control","Modulation"
"DPOGS207540",0.002285183,-0.993540841,0.003684203,0,NA,0,0.001314569,-0.993540841,0.002119366,0.025531915,0.026200873,0,1,0.026200873,"Paired_control","Effector"
"DPOGS207541",0.00058072,-1.151418009,0.002089213,0,NA,0,0.001163109,-0.993684924,0.002215286,0.498717949,0.99488491,0,1,0.99488491,"Paired_control","Effector"
"DPOGS212191",0.019686879,0.756782683,0.016212819,0.02069161,0.97983723,0.015296022,0.019509986,0.515261224,0.017131545,-0.301242122,0.134851138,0.724343908,-4.371433394,-0.589492769,"Paired_control","Effector"
"DPOGS212192",0.001444851,-1.182089672,0.002635622,0.000605327,-1.151418009,0.002177739,0.001122334,-1.70545862,0.002595689,0.167492567,0.201190476,0,1,0.201190476,"Paired_control","Signaling"
"DPOGS210407",0,NA,0,0.000784929,-1.151418009,0.002823881,0.000423066,-1.241374607,0.001040377,0.028929188,0.029791018,0,1,0.029791018,"Paired_control","Signaling"
"DPOGS210406",0.001726772,-1.565921222,0.004300806,0.012566138,-1.010404477,0.019272988,0.005344995,-1.469737844,0.00932329,0.051713648,0.05453379,0,1,0.05453379,"Paired_control","Effector"
"DPOGS200519",0.001306815,-0.767533475,0.002064042,0.002110773,-0.363403659,0.002733757,0.002426564,-0.915748413,0.003544458,0.023012552,0.023554604,0,1,0.023554604,"Paired_control","Effector"
"DPOGS205752",0.002247433,-1.227818794,0.004027793,0.001937551,-0.740993868,0.003619341,0.002620778,-0.981794075,0.00384259,0.366825468,0.798657718,0.083663578,0.895244764,0.71499414,"Paired_control","Effector"
"DPOGS213890",0.003584848,-0.07831001,0.003724249,0,NA,0,0.002061287,-0.07831001,0.002141443,-0.830893683,0.203523412,0,1,0.203523412,"Paired_control","Effector"
"DPOGS212640",0,NA,0,0.007395382,-0.767533475,0.011680599,0.003616798,-0.06925778,0.003724249,0.147435897,0.172932331,0,1,0.172932331,"Paired_control","Effector"
"DPOGS211998",0.004248838,-0.263119759,0.00467224,0.014235324,-0.088753325,0.014684181,0.006484761,-0.530166764,0.007645483,-0.040610343,0.031539889,0.076641689,-1.42999236,-0.0451018,"Paired_control","Effector"
"DPOGS209434",0,NA,0,0.0079785,-0.04600266,0.008157879,0.002075571,-0.97333918,0.003305121,0.033075299,0.034206696,0,1,0.034206696,"Paired_control","Effector"
"DPOGS211752",0.004290004,-1.061958626,0.006945221,0.028647014,0.721545978,0.022026272,0.008075745,-0.429663457,0.009298371,0.160655738,0.19140625,0,1,0.19140625,"Paired_control","Effector"
"DPOGS212298",0,NA,0,0,NA,0,0.005740921,-0.95329162,0.008740584,0,0,0,NA,NA,"Paired_control","Effector"
"DPOGS213312",0,NA,0,0.016402116,-0.320152156,0.018688958,0.004281795,-0.278412317,0.004758763,0.038502674,0.040044494,0,1,0.040044494,"Paired_control","Effector"
"DPOGS208305",0,NA,0,0.007250637,-0.498305559,0.009517525,0.001418603,-0.498305559,0.001862124,0.099277292,0.110219595,0,1,0.110219595,"Paired_control","Effector"
"DPOGS202292",0.006746326,-1.346594387,0.010587982,0.011211337,-2.038521518,0.02603693,0.007363401,-1.760128774,0.013585945,0.051993104,0.482439926,0.376355083,0.219892338,0.106084843,"Paired_control","Modulation"
"DPOGS202293",0.003987879,-1.714117277,0.008387848,0.009648304,0.578606105,0.007558035,0.004788871,-1.161683499,0.007225959,0.08333324,0.19419775,0.086111845,0.556576505,0.108085905,"Paired_control","Modulation"
"DPOGS202303",0.006719362,-1.217942654,0.010084198,0.008100825,-1.376847273,0.01436496,0.006779234,-1.403525381,0.010784992,-0.002566465,0.107521454,0.110678463,-0.029361669,-0.003157009,"Paired_control","Modulation"
"DPOGS202282",0.007223793,-0.784554624,0.009152469,0.01304788,-0.471238467,0.015069415,0.00915878,-0.920387383,0.012033083,0.168186266,0.540348612,0.223406276,0.586551587,0.316942336,"Paired_control","Modulation"
"DPOGS202281",0.006215247,-0.918406139,0.008359806,0.005701514,-1.035313968,0.008861144,0.004768867,-1.164794766,0.006973779,0.011178388,0.011304757,0,1,0.011304757,"Paired_control","Modulation"
"DPOGS202307",0.001868386,-1.93304305,0.004818247,0.020683021,-0.938341036,0.029201497,0.005144395,-1.44444738,0.008544675,0.032358585,0.061529615,0.0262774,0.572930855,0.035252215,"Paired_control","Modulation"
"DPOGS202280",0.000435824,-0.901817775,0.000645337,0.018483421,-0.214602554,0.019603261,0.006495954,-0.338458001,0.007119981,0.003093581,0.003103181,0,1,0.003103181,"Paired_control","Modulation"
"DPOGS202309",0.012170451,-1.205315968,0.017696861,0.022555191,-0.784513737,0.028798718,0.012882643,-1.143567755,0.018222726,0.001957898,0.377627119,0.373921304,0.009813423,0.003705814,"Paired_control","Modulation"
"DPOGS202313",0.011150794,-1.288964222,0.016703256,0.010452056,-1.68667752,0.019836526,0.00917946,-1.401766387,0.014323095,0.069699931,0.25,0.149821869,0.400712524,0.100178131,"Paired_control","Modulation"
"DPOGS202274",0.010212256,-1.098298567,0.014537584,0.020902547,-0.432547675,0.023904481,0.011559911,-1.105815164,0.016270182,-0.010472465,0.058284457,0.070144708,-0.203489078,-0.011860251,"Paired_control","Modulation"
"DPOGS202272",0.004395728,-0.86068317,0.005875911,0.015343915,-1.154103269,0.022992337,0.006284544,-1.105924818,0.008940191,0.05809084,0.095238095,0.029723676,0.687901405,0.06551442,"Paired_control","Modulation"
"DPOGS202317",0.007070515,-0.817773891,0.009232569,0.008512756,-0.918975723,0.012721444,0.007902392,-0.662729678,0.00964026,0.0257123,0.02639087,0,1,0.02639087,"Paired_control","Modulation"
"DPOGS202269",0.010481597,-0.908753689,0.013880303,0.002445086,-1.731118613,0.006489222,0.007726856,-1.155726602,0.011127106,0.057521438,0.072412261,0.010102383,0.860487944,0.062309878,"Paired_control","Modulation"
"DPOGS202320",0.00460491,-1.880947499,0.009212616,0.023641712,-1.305359384,0.036436495,0.009598291,-1.363708575,0.014788186,-0.005918789,0.061261261,0.067969586,-0.109503538,-0.006708325,"Paired_control","Modulation"
"DPOGS202267",0.000802568,-1.151418009,0.002887339,0.001984127,-1.151418009,0.007138144,0.001602419,-1.527302208,0.004405254,-0.780898876,0.28057554,0,1,0.28057554,"Paired_control","Modulation"
"DPOGS202321",0.004327057,-1.393239006,0.007022546,0.006128343,-1.081131002,0.009430208,0.005553548,-1.456076682,0.009000812,-0.040444224,0.083925113,0.133621385,-0.592150194,-0.049696272,"Paired_control","Modulation"
"DPOGS202266",0.003173708,-1.297515619,0.005217729,0.013434193,-1.544780795,0.024091235,0.006048673,-1.70331275,0.01107643,0.002473944,0.075443787,0.072590067,0.037825785,0.00285372,"Paired_control","Modulation"
"DPOGS202265",0.001636953,-1.809795864,0.003516739,0.018366662,-0.449344113,0.020961558,0.005939153,-0.922831784,0.007851958,0.017495598,0.027576197,0.009428629,0.658088136,0.018147568,"Paired_control","Modulation"
"DPOGS202322",0.011565532,-1.158684651,0.016594209,0.018411988,-0.803941591,0.024145131,0.01114619,-1.229954997,0.016327025,-0.002060549,0.187207488,0.190118876,-0.01555166,-0.002911387,"Paired_control","Modulation"
"DPOGS202263",0.001728595,-0.293216609,0.001946766,0.001330967,-1.733240687,0.00478832,0.001232935,-1.287751812,0.002115006,0.048780488,0.051282051,0,1,0.051282051,"Paired_control","Modulation"
"DPOGS202324",0.007581484,-1.425916142,0.012236818,0.006512824,-1.724385266,0.01341627,0.006666003,-1.627896189,0.011600043,0.042134199,0.136752137,0.084794659,0.379939054,0.051957477,"Paired_control","Modulation"
"DPOGS202258",0.007225424,-0.967020313,0.009820631,0.004572474,-0.375640691,0.005287514,0.006153585,-1.008806179,0.008416152,0.0291936,0.044890727,0.013960745,0.689006042,0.030929982,"Paired_control","Modulation"
"DPOGS202256",0,NA,0,0.004016064,-0.070998343,0.004128083,0.00150527,-0.506436999,0.001792836,0,0,0,NA,NA,"Paired_control","Modulation"
"DPOGS202255",0.008957699,-1.400709146,0.014313273,0.009444444,-0.578670217,0.011563793,0.009787391,-1.102062532,0.013742888,0.005825484,0.088785047,0.081922735,0.077291299,0.006862312,"Paired_control","Modulation"
"DPOGS202326",0.008517228,-1.343521684,0.013499529,0.024538387,-0.729215378,0.031466103,0.011489866,-1.021442246,0.01572732,0.007696284,0.190561529,0.179751584,0.056726798,0.010809945,"Paired_control","Modulation"
"DPOGS202328",0.002319422,-1.349194278,0.003855975,0.020859788,0.050587916,0.020557854,0.006274843,-0.748710032,0.00783065,0.033968091,0.035162493,0,1,0.035162493,"Paired_control","Modulation"
"DPOGS202329",0.003095953,-1.22968684,0.004861655,0.006327388,-1.848679106,0.014570644,0.004942033,-1.335572244,0.007713255,0.017633906,0.032574568,0.014109338,0.566860321,0.01846523,"Paired_control","Modulation"
"DPOGS202252",0.01189231,-1.177140064,0.01711914,0.009817295,-0.646008524,0.012045618,0.00963817,-1.143472589,0.013654587,0.028794691,0.143818335,0.107346874,0.253593959,0.036471461,"Paired_control","Modulation"
"DPOGS202251",0.0030695,-0.733312223,0.004060524,0.009519085,-0.472869066,0.011472017,0.005744122,-0.68179273,0.00710993,0.023090586,0.023636364,0,1,0.023636364,"Paired_control","Modulation"
"DPOGS202332",0.003708428,-0.660818161,0.004588807,0.006346722,-0.357775823,0.007238681,0.00327579,-0.863318677,0.004302191,0.073160437,0.114685315,0.030636053,0.732868563,0.084049262,"Paired_control","Modulation"
"DPOGS202250",0.005703245,-0.780968132,0.007312245,0.009089004,-0.330143829,0.010177155,0.006012506,-1.461480544,0.009815629,-0.039123431,0.255652174,0.320523444,-0.253748165,-0.06487127,"Paired_control","Modulation"
"DPOGS202333",0.012052701,-0.867809045,0.01555364,0.005834122,-1.583730949,0.011061759,0.009532648,-1.096530888,0.013277946,0.065598557,0.21011236,0.121116324,0.42356402,0.088996036,"Paired_control","Modulation"
"DPOGS202249",0.009293301,-1.027113955,0.012754183,0.003224518,-0.44136212,0.00387884,0.006381695,-1.33926934,0.009812185,0.075858575,0.114081442,0.027264608,0.761007508,0.086816834,"Paired_control","Modulation"
"DPOGS202248",0.006315802,-1.122983403,0.009013089,0.008159722,-1.634196444,0.015257782,0.00595117,-1.348965194,0.009177613,-0.001036351,0.072441743,0.073635009,-0.016472081,-0.001193266,"Paired_control","Modulation"
"DPOGS202336",0.008508435,-1.334111164,0.013164609,0.001183261,-0.767533475,0.001868896,0.006212614,-1.460526258,0.010065418,0.003987594,0.004003559,0,1,0.004003559,"Paired_control","Modulation"
"DPOGS202245",0.005847133,-1.591770541,0.010602037,0.003130916,-1.337838808,0.007072656,0.004402043,-1.849810383,0.008902073,0.052791162,0.094827586,0.035007055,0.630834693,0.059820531,"Paired_control","Modulation"
"DPOGS202244",0.003562187,-1.55880146,0.006165905,0.014123345,-0.609524159,0.01699558,0.006501428,-1.183611424,0.00938156,0.066989757,0.087608069,0.013747822,0.843075845,0.073860247,"Paired_control","Modulation"
"DPOGS202338",0.006646972,-0.854307977,0.008730256,0.010284173,-0.410736373,0.011912664,0.007015041,-0.993808159,0.009550429,0.027178484,0.057036578,0.027517388,0.517548396,0.029519189,"Paired_control","Modulation"
"DPOGS202340",0.00442991,-0.727714107,0.005560097,0.039206629,-0.141994601,0.040789393,0.010987568,-0.381645448,0.012196763,0.040541507,0.112036336,0.064064449,0.428181503,0.047971887,"Paired_control","Modulation"
"DPOGS202242",0.0047086,-0.819420697,0.006232558,0.007514526,0.501382039,0.00630609,0.005959983,-0.270180837,0.006444468,0.010342573,0.078991597,0.067083426,0.150752369,0.01190817,"Paired_control","Modulation"
"DPOGS202239",0.007268879,-1.294713156,0.011026485,0.005377743,-1.533434912,0.009829575,0.006843316,-1.469628846,0.01104097,-0.014301873,0.142941874,0.161935109,-0.132873835,-0.018993235,"Paired_control","Modulation"
"DPOGS204178",0.007249246,-1.635705633,0.012523251,0.007169312,-1.191725675,0.010707216,0.006262774,-1.662394378,0.010895984,-0.013898758,0.136336336,0.154571246,-0.133749448,-0.01823491,"Paired_control","Modulation"
"DPOGS204176",0.000511373,-0.363403659,0.000662302,0,NA,0,0.000388261,-0.993684924,0.000739491,0.018691589,0.019047619,0,1,0.019047619,"Paired_control","Modulation"
"DPOGS204179",0.001537439,0.298609073,0.001345409,0.006542257,-1.731118613,0.017363052,0.003482009,-0.41843608,0.004002697,0.140537645,0.266944114,0.075455643,0.717335432,0.191488471,"Paired_control","Modulation"
"DPOGS204174",0.004648392,-1.248116013,0.007290019,0.004427543,-2.130128959,0.014276288,0.006737354,-1.205185948,0.009962181,-0.034999007,0.040555556,0.079883186,-0.969722392,-0.03932763,"Paired_control","Modulation"
"DPOGS204181",0.0044223,-1.121477182,0.006376506,0.01397483,-0.583493243,0.016695997,0.006996725,-0.987405436,0.00942235,-0.022251313,0.036491677,0.060960938,-0.670543602,-0.024469261,"Paired_control","Modulation"
"DPOGS204172",0.007063879,-1.069846021,0.009924851,0.012443661,0.147829828,0.011896906,0.006378331,-1.092754338,0.008958698,0.059957474,0.084777228,0.018531432,0.781410267,0.066245796,"Paired_control","Modulation"
"DPOGS204183",0.004089123,-1.655535001,0.007606671,0.009649203,-1.337955801,0.016339335,0.004816944,-1.740574258,0.008975525,0.13271402,0.235984355,0.061812625,0.738064731,0.174171729,"Paired_control","Modulation"
"DPOGS204184",0.005890063,-1.000197968,0.008201272,0.001988818,-1.527302208,0.005467514,0.00417417,-1.146885207,0.006102265,0.048094941,0.050524934,0,1,0.050524934,"Paired_control","Modulation"
"DPOGS204170",0,NA,0,0.01401958,0.428790299,0.012310092,0.004352279,0.285507057,0.004019131,0.016498625,0.016775396,0,1,0.016775396,"Paired_control","Modulation"
