"Gene_ID","Pi_gene_0d","Td_gene_0d","Tw_gene_0d","Pi_gene_4d","Td_gene_4d","Tw_gene_4d","Pi_gene_full","Td_gene_full","Tw_gene_full","DOS_east","W_Danaus_plexippus_East","East_Pin_Pis_Monarch","alpha_East","W_alpha_East","Gene_Type","Gene_function"
"DPOGS209774",0.004952537,0.02715906,0.004912722,0.00456819,-0.488499327,0.0056169,0.004761029,0.061747206,0.004679975,0.024934667,0.233485194,0.196679471,0.157636217,0.036805723,"Paired_control","Modulation"
"DPOGS209773",0.015592045,3.267203834,0.008152252,0.011904762,2.595620847,0.00597612,0.013223208,3.174765901,0.007109103,0.009539996,0.383001049,0.36499159,0.047021959,0.01800946,"Paired_control","Modulation"
"DPOGS209772",0.009647066,-0.485583794,0.011096569,0.010695932,-0.41843608,0.012295367,0.010834215,-0.318952125,0.011820766,-0.001040172,0.264978903,0.266645549,-0.006289733,-0.001666646,"Paired_control","Modulation"
"DPOGS209771",0.007781901,-1.297953321,0.012236818,0.030595813,0.178428798,0.029049142,0.011164354,-0.872308596,0.014545651,0.068653597,0.285147392,0.180952007,0.365408866,0.104195385,"Paired_control","Modulation"
"DPOGS209769",0.002897359,-1.975539853,0.006262865,0.008533153,-0.775751966,0.010935029,0.005076044,-1.484608976,0.008285893,-0.010990904,0.02221235,0.03382744,-0.522911364,-0.01161509,"Paired_control","Modulation"
"DPOGS203870",0.0005664,-0.901817775,0.000838685,0.004337297,-0.297993046,0.004833351,0.001917814,-0.640163492,0.002333468,0.009941908,0.031908489,0.021429501,0.328407527,0.010478988,"Paired_control","Signaling"
"DPOGS203868",0.00595074,-1.120589015,0.008608283,0.010095338,-0.793592039,0.013333514,0.007451216,-1.040956591,0.01027159,-0.002976975,0.065528634,0.068919302,-0.051743291,-0.003390667,"Paired_control","Signaling"
"DPOGS203871",0.007464278,-1.224474862,0.011344305,0.014965245,0.52229194,0.012596724,0.010341233,-0.965756995,0.013914446,0.013232913,0.139701822,0.122768702,0.121209017,0.016933121,"Paired_control","Effector"
"DPOGS203867",0.00418439,-1.309750167,0.006508308,0.002628598,-0.999046149,0.004105003,0.004737821,-1.3380068,0.007310759,0.059167385,0.131622978,0.060609675,0.539520564,0.071013303,"Paired_control","Signaling"
"DPOGS203866",0.007077804,0.154620378,0.00674028,0.018552006,0.390747669,0.016264125,0.011368647,-0.367563964,0.012653982,0.10259142,0.253177966,0.110416879,0.563876428,0.142761087,"Paired_control","Effector"
"DPOGS203880",0.008476406,-0.983547443,0.011799789,0.008020492,-1.316600061,0.014276288,0.006904762,-1.515464936,0.011747345,0.073111203,0.112473826,0.028797317,0.743964282,0.083676509,"Paired_control","Signaling"
"DPOGS203882",0.001264572,-2.035419696,0.002878953,0.006885788,-1.02616922,0.009578692,0.003123137,-1.500401218,0.005121174,0.017365295,0.027386541,0.009378353,0.657556137,0.018008188,"Paired_control","Modulation"
"DPOGS203876",0.001310532,-1.10891424,0.00207715,0.02582391,-0.862155515,0.033591265,0.008666183,-1.005168835,0.011756943,0.001786088,0.018624642,0.01677477,0.099323908,0.001849872,"Paired_control","Signaling"
"DPOGS203885",0.00249733,-1.8763279,0.005397336,0.008705398,-1.963954528,0.020254043,0.004094747,-1.851554018,0.008074294,0.017671473,0.113314448,0.091833811,0.189566618,0.021480637,"Paired_control","Modulation"
"DPOGS210573",0.014032666,-0.145996467,0.014610515,0.001559662,-1.241374607,0.003835421,0.010187461,-0.512329492,0.011792268,0.008641055,0.121610169,0.110843987,0.088530285,0.010766183,"Paired_control","Modulation"
"DPOGS210570",0.007234081,0.070533881,0.007088915,0.000410509,-1.151418009,0.001476857,0.005196612,-0.368842878,0.005790945,-0.058019832,0.136219641,0.216409324,-0.588679301,-0.080189683,"Paired_control","Modulation"
"DPOGS210574",0.010290414,-0.494904976,0.011904508,0.005014351,-0.663580385,0.006718253,0.00812194,-0.576188794,0.009606474,0.020169845,0.033543996,0.012438281,0.629195022,0.021105715,"Paired_control","Modulation"
"DPOGS210569",0.000745485,-1.643594758,0.001645757,0.002351558,-0.901817775,0.003482021,0.001038899,-1.408576516,0.001792195,0.005952381,0.005988024,0,1,0.005988024,"Paired_control","Modulation"
"DPOGS210568",0.002375402,-1.64742347,0.00467224,0.010226313,-0.909651769,0.01403635,0.004424779,-1.436776758,0.007235769,0.009607686,0.009700889,0,1,0.009700889,"Immune_genes","Modulation"
"DPOGS203471",0.003428307,-0.809192671,0.004580627,0.001587302,-1.733240687,0.005710515,0.003003603,-1.046440147,0.004314345,-0.25822385,0,0.348115601,NA,NA,"Paired_control","Signaling"
"DPOGS203469",0.001756258,-1.552453449,0.004318877,0.003505291,-1.527302208,0.009636494,0.00320344,-1.311837377,0.005480471,-0.291432081,0,0.411297313,NA,NA,"Paired_control","Effector"
"DPOGS202585",0.004498056,-0.931618379,0.006134638,0.003876298,-0.143395632,0.004122564,0.003809853,-0.96504869,0.005195414,-0.003789793,0.05450237,0.058733434,-0.07763084,-0.004231065,"Paired_control","Signaling"
"DPOGS202875",0.007971548,-1.372054426,0.012423207,0.01805756,-1.228416689,0.027254731,0.01091838,-1.421945651,0.017170793,-0.012302672,0.221802142,0.240447849,-0.084064594,-0.018645707,"Paired_control","Modulation"
"DPOGS214017",0.000156148,-0.740993868,0.000291684,0,NA,0,9.15e-05,-0.740993868,0.00017086,0.064919595,0.069426752,0,1,0.069426752,"Paired_control","Signaling"
"DPOGS214021",0.006187963,0.049042033,0.006102265,0.014895696,-0.800252908,0.019641262,0.007359871,-0.695462671,0.009034213,0.014851721,0.06686217,0.050221681,0.248877491,0.016640489,"Paired_control","Signaling"
"DPOGS214022",0.003127832,-2.058966401,0.009938189,0.012655513,-0.942436929,0.020835663,0.003488392,-1.989357381,0.00891705,0.025626741,0.026300743,0,1,0.026300743,"Paired_control","Effector"
"DPOGS209524",0.005303785,-1.170778101,0.008689914,0.01336318,-0.940657904,0.019767167,0.005753257,-1.204229678,0.008980245,-0.077430735,0.099906629,0.202302632,-1.024916995,-0.102396002,"Paired_control","Signaling"
"DPOGS210295",0.006526121,-1.381104189,0.010374693,0.007683308,-0.811618913,0.010177155,0.00651563,-1.383274136,0.010217924,0.011340489,0.046688899,0.034410484,0.262983611,0.012278415,"Paired_control","Signaling"
"DPOGS210294",0.002747938,-1.380770928,0.004758763,0.003081575,-1.847363362,0.008471643,0.003241962,-1.559387758,0.005743812,0.063729347,0.068067227,0,1,0.068067227,"Paired_control","Signaling"
"DPOGS210293",0.005938003,-0.415675904,0.006982967,0.03352887,0.000920842,0.03351824,0.010599078,-0.293545239,0.01160524,-0.001109081,0.199612403,0.201210574,-0.00800637,-0.001598171,"Paired_control","Effector"
"DPOGS205360",0.004189497,-0.664568682,0.00518214,0.012502298,0.165857502,0.011906093,0.005351211,-0.753105553,0.006708135,-0.169855206,0.075635877,0.316088308,-3.179079043,-0.240452431,"Paired_control","Signaling"
"DPOGS209939",0.00349149,-0.477341378,0.004178426,0.008515212,-1.010484781,0.01338402,0.004994742,-0.791575042,0.006485127,0.033355817,0.0796216,0.042094063,0.471323577,0.037527537,"Paired_control","Signaling"
"DPOGS209940",0.009406232,-0.936157971,0.012414163,0.008858745,-1.210060412,0.013309368,0.008330566,-1.067114321,0.011468817,-0.01266738,0.088432689,0.103649354,-0.172070592,-0.015216665,"Paired_control","Signaling"
"DPOGS214925",0.006027382,-1.051469225,0.009272228,0.003426143,-1.241374607,0.00842535,0.007284717,-1.020548823,0.010427897,-0.087433898,0.122574539,0.244747871,-0.996726837,-0.122173332,"Paired_control","Effector"
"DPOGS200879",0.0003718,-0.740993868,0.000694522,0.000513875,-1.151418009,0.001848728,0.000925089,-1.128218578,0.001626413,-0.644872369,0.550694444,0,1,0.550694444,"Paired_control","Effector"
"DPOGS207997",0.002272419,-0.744735989,0.003294528,0,NA,0,0.003486321,-0.750987612,0.004648094,-0.305926183,0.093902439,0.644109155,-5.859344243,-0.550206715,"Paired_control","Signaling"
"DPOGS211245",0.001060668,-1.18975281,0.001797015,0.003567587,-0.918975723,0.005331394,0.001373252,-1.456253025,0.002409661,0.014722073,0.15986815,0.140395147,0.121806648,0.019473003,"Paired_control","Signaling"
"DPOGS204010",0,NA,0,0.000912641,-1.241374607,0.002244307,0.000229917,-1.241374607,0.000565398,0.027777778,0.028571429,0,1,0.028571429,"Paired_control","Signaling"
"DPOGS204923",0.000889592,-1.18975281,0.001507174,0.002982033,0.22729363,0.002724097,0.00122281,-0.94801097,0.001713155,0.012102874,0.012251149,0,1,0.012251149,"Paired_control","Signaling"
"DPOGS213447",0.003824823,-0.749258687,0.004816097,0.007362616,-1.1612224,0.010877171,0.005347207,-0.870093134,0.006921508,-0.008621166,0.042458809,0.051912568,-0.222657206,-0.00945376,"Paired_control","Signaling"
"DPOGS214445",0.00437083,-0.04600266,0.004469099,0.007579008,-1.527302208,0.020835663,0.005431588,-1.399009171,0.00993133,0.053821814,0.354137447,0.262149312,0.259752635,0.091988135,"Paired_control","Effector"
"DPOGS209853",0.00064623,1.032038418,0.000392325,0.002359193,-1.22922688,0.004449752,0.000893953,-0.821092349,0.001246434,0.049606776,0.052196053,0,1,0.052196053,"Paired_control","Signaling"
"DPOGS200499",0.001506393,-1.493648595,0.003102292,0.008856683,-1.251990518,0.014896996,0.003124299,-1.432933579,0.005298416,0.104912926,0.251091703,0.105931853,0.57811488,0.14515985,"Paired_control","Signaling"
"DPOGS202877",0.000239662,-0.740993868,0.000447688,0.003549662,-1.847363362,0.009758475,0.001784176,-1.007882464,0.002598313,0.047643133,0.137162954,0.078720053,0.426083713,0.058442901,"Paired_control","Signaling"
"DPOGS212890",0,NA,0,0.005408583,-0.11061736,0.005710515,0.002516454,-0.252813288,0.002785617,-0.088725403,0,0.09736407,NA,NA,"Paired_control","Signaling"
"DPOGS214023",0.001569995,-0.724457008,0.002401618,0.004302926,-2.005645787,0.015480312,0.001909426,-1.846861732,0.004955406,-0.903119266,0.107273466,0,1,0.107273466,"Paired_control","Effector"
"DPOGS209297",0.003091422,-0.553388591,0.003748393,0.001645374,-0.993684924,0.003133819,0.002049843,-0.896863949,0.00281101,0.044073853,0.046105919,0,1,0.046105919,"Paired_control","Signaling"
"DPOGS202389",0.012258369,-0.101113517,0.012721444,0.00255102,-1.151418009,0.009177613,0.014954629,0.068826955,0.01464614,-0.048153984,0.148975791,0.216269247,-0.45170732,-0.067293455,"Paired_control","Effector"
"DPOGS213741",0,NA,0,0.014005602,-0.176345789,0.015116069,0.003548586,-0.433454234,0.004128083,0.117064648,0.132585752,0,1,0.132585752,"Paired_control","Effector"
"DPOGS202238",0.003824477,-1.72080062,0.011172747,0.030717225,1.042810005,0.021414431,0.010188335,-0.516897253,0.012236818,-0.180329346,0,0.220002199,NA,NA,"Paired_control","Effector"
"DPOGS201099",0.005471674,-0.352763427,0.006267638,0.002645503,-0.363403659,0.003426309,0.00837258,0.255378581,0.007765673,-0.206377886,0.058319039,0.3540654,-5.07118024,-0.29574636,"Paired_control","Effector"
"DPOGS202658",0.005497979,-0.574106742,0.006579683,0.007031769,-1.721731411,0.014461694,0.006635584,-1.018903374,0.009117035,0.049395358,0.097837281,0.041366016,0.577195769,0.056471265,"Paired_control","Signaling"
"DPOGS202662",0.007755566,-0.994023871,0.010606204,0.004391266,-0.907537091,0.006522162,0.007960243,-0.858457263,0.010286021,0.01781835,0.074501574,0.054315807,0.270944166,0.020185767,"Immune_genes","Signaling"
"DPOGS202657",0.004422474,-1.270085355,0.006630908,0.014036444,-1.15029554,0.020080577,0.007477081,-0.983178185,0.00999277,0.048521589,0.132191781,0.073232931,0.44600995,0.058958849,"Paired_control","Signaling"
"DPOGS202665",0.007039007,-1.613633154,0.012065999,0.007565538,-1.363623376,0.012011494,0.007438539,-1.43039918,0.01173193,0.063759818,0.082861554,0.012926045,0.844004319,0.06993551,"Paired_control","Signaling"
"DPOGS202650",0.001147084,-1.364846032,0.001910108,0.010377527,-0.379851959,0.011586552,0.003337832,-1.145112621,0.004767987,0.055992134,0.072727273,0.011945486,0.835749561,0.060781786,"Paired_control","Signaling"
"DPOGS202671",0.004642053,-0.644859327,0.005678965,0.016859067,-0.129060783,0.017520898,0.007643679,-0.919322198,0.010077379,0.034852697,0.058459809,0.020802232,0.644161821,0.037657577,"Paired_control","Signaling"
"DPOGS202647",0.00321263,-1.272494415,0.005094883,0.006542641,-0.611852627,0.008289457,0.004470187,-1.017684581,0.00617634,0.021772453,0.066076294,0.04189282,0.365993199,0.024183474,"Paired_control","Signaling"
"DPOGS202646",0,NA,0,0,NA,0,0.004317947,-0.341324795,0.004922858,-0.13642312,0.363363363,0.674881806,-0.85731935,-0.311518442,"Paired_control","Signaling"
"DPOGS202644",0.003648009,-0.992325745,0.005109408,0.009760993,-0.736339748,0.012658777,0.005359861,-0.96056015,0.00721637,-0.009358688,0.061577935,0.07223052,-0.172993548,-0.010652585,"Paired_control","Signaling"
"DPOGS202674",0.00125203,-1.948495219,0.003562004,0.011616342,-0.423992915,0.013524904,0.003339649,-1.253179125,0.005208916,0.020481928,0.020910209,0,1,0.020910209,"Paired_control","Signaling"
"DPOGS202676",0.006251593,-1.04430995,0.008757018,0.00453873,-1.649338229,0.009743059,0.005613717,-1.330635381,0.008677936,0.023731574,0.050104384,0.024571419,0.509595423,0.025532965,"Paired_control","Signaling"
"DPOGS202677",0.006330162,-1.129930073,0.009249426,0.002576788,-1.164850486,0.005005971,0.005444615,-1.269248639,0.008289457,0.044572627,0.046652031,0,1,0.046652031,"Paired_control","Signaling"
"DPOGS202640",0.004505481,-1.383317501,0.00730868,0.007837302,-0.862176616,0.010707216,0.00580478,-1.235334622,0.008627802,0.051275389,0.083554377,0.026521195,0.682587599,0.057033181,"Paired_control","Signaling"
"DPOGS202680",0.005353764,-0.624680433,0.006565008,0.010657596,-0.846695853,0.014684181,0.005648942,-0.830902927,0.007319684,0.032464077,0.033553355,0,1,0.033553355,"Paired_control","Signaling"
"DPOGS201985",0.005461025,-0.284502343,0.005945395,0.00605048,-0.892390724,0.008606757,0.004789371,-0.706490018,0.005928725,0.022459893,0.02297593,0,1,0.02297593,"Paired_control","Modulation"
"DPOGS201988",0.003907401,-1.578824238,0.007466533,0.012523922,-1.90678535,0.030071329,0.006574578,-1.446715628,0.010873336,0.164725783,0.704678363,0.330943475,0.530362371,0.373734887,"Paired_control","Modulation"
"DPOGS201993",0.001105409,-1.650312792,0.002270081,0.003720722,-1.420187204,0.006762452,0.001986434,-1.544096108,0.003457038,0.026837061,0.02757715,0,1,0.02757715,"Paired_control","Modulation"
"DPOGS201984",0.003568765,-1.450837075,0.006036283,0.012536075,-0.671899253,0.015574132,0.005482588,-1.162787525,0.007929273,0.051388344,0.115434501,0.054963635,0.523854355,0.060470866,"Paired_control","Modulation"
"DPOGS201994",0.000315029,1.212625039,0.000178951,0.001409018,-1.296565749,0.002793187,0.000843072,-0.22472745,0.000907676,-0.060391382,0.034605146,0.103556733,-1.99252406,-0.068951587,"Paired_control","Modulation"
"DPOGS201998",0.000889718,-1.254652924,0.001422159,0.002037284,-0.850983737,0.002881942,0.001380234,-1.302842328,0.002133078,0.130463878,0.173728814,0.017864087,0.897172571,0.155864726,"Paired_control","Modulation"
"DPOGS201969",0.00831564,-0.381836541,0.00927504,0.001470663,-0.218308526,0.001642001,0.00608828,-0.064875559,0.006195518,0.175235659,0.446660885,0.154091184,0.655015272,0.292569701,"Paired_control","Modulation"
"DPOGS201966",0.007327771,-1.096629646,0.010327527,0.008147857,-1.12048716,0.012034556,0.00751224,-1.127733196,0.010616839,-0.045086458,0.098965071,0.156255743,-0.578897896,-0.057290671,"Immune_genes","Modulation"
"DPOGS201965",0.005168194,-0.859239373,0.006676049,0.008348939,-1.25401881,0.012632108,0.005919167,-1.017095078,0.008018666,-0.005093017,0.012598425,0.01784765,-0.416657197,-0.005249225,"Paired_control","Modulation"
"DPOGS201962",0.002478966,-1.505608853,0.004128422,0.012835332,-0.814424051,0.016374104,0.005138037,-1.024382273,0.006972513,0.068657539,0.098404255,0.021378305,0.782750198,0.07702595,"Paired_control","Modulation"
"DPOGS209172",0.005436444,-0.820917612,0.00697422,0.017804233,-0.769927815,0.022485153,0.007732599,-1.13308842,0.010935029,0.027941758,0.071241488,0.040108573,0.437005403,0.031132915,"Paired_control","Modulation"
"DPOGS209174",0.004469818,-0.731853242,0.005572529,0.01471083,-0.496960724,0.017082032,0.00659393,-0.80900778,0.008345667,0.03412918,0.064808362,0.027469072,0.576149265,0.03733929,"Paired_control","Modulation"
"DPOGS209168",0.002526412,-0.616443177,0.003305121,0.005618284,-1.22922688,0.010596832,0.005175144,-0.506265803,0.006096079,-0.234130361,0.091428571,0.466060683,-4.097538716,-0.374632111,"Paired_control","Modulation"
"DPOGS209167",0.003185401,-0.926341589,0.004370292,0.024184837,-1.05660684,0.03378886,0.009809911,-1.153438733,0.014010725,0.003544625,0.062742561,0.058754209,0.063566934,0.003988352,"Paired_control","Modulation"
"DPOGS209163",0.00229771,0.097348828,0.002215286,0.000489237,-1.151418009,0.00176009,0.003294997,-0.35697872,0.003693028,-0.066345408,0.035694367,0.112111514,-2.140874123,-0.076417147,"Paired_control","Modulation"
"DPOGS209177",0.008767221,0.03012074,0.008689914,0.004604192,-1.397574051,0.009883584,0.006712688,-0.769657422,0.008542045,-0.05596488,0.093130312,0.164362402,-0.764864726,-0.07123209,"Paired_control","Modulation"
"DPOGS209161",0.005377566,-1.769303659,0.010247397,0.003215791,-1.69106177,0.006924427,0.005393834,-1.654156673,0.00953434,0.071331828,0.07681089,0,1,0.07681089,"Paired_control","Modulation"
"DPOGS209159",0.002375996,-0.04008,0.002407243,0.003794462,-0.530062227,0.004689292,0.002316355,-0.527845063,0.002735576,0.026612971,0.062081558,0.032886861,0.470263606,0.029194697,"Paired_control","Modulation"
"DPOGS209181",0.002166005,-1.32136373,0.004818247,0,NA,0,0.001531097,-1.552453449,0.003765175,-0.837470449,0.194071983,0,1,0.194071983,"Paired_control","Modulation"
"DPOGS209157",0.006073009,0.006945943,0.006060688,0.010385562,-1.411437736,0.017810022,0.006315524,-1.202441575,0.009315562,-0.027803095,0.092730845,0.126969647,-0.369227758,-0.034238802,"Paired_control","Modulation"
"DPOGS209185",0.003179333,-1.087126012,0.00448527,0.023837139,-0.986406432,0.032188707,0.008616651,-0.737283287,0.010623402,0.020007084,0.042870906,0.021556332,0.497180401,0.021314574,"Paired_control","Modulation"
"DPOGS209186",0.003965469,-1.461653617,0.00703295,0.014607775,-0.059947386,0.014896996,0.007015785,-0.957709906,0.009494837,0.031064823,0.053719008,0.020320258,0.621730578,0.03339875,"Paired_control","Modulation"
"DPOGS209154",0.001695357,-1.090114847,0.002714505,0.002202476,-0.218308526,0.002459073,0.0016904,-1.476530195,0.003050127,-0.047533871,0.109567901,0.171347161,-0.563844513,-0.06177926,"Paired_control","Modulation"
"DPOGS209153",0.002285125,-1.182064265,0.003977913,0.000921659,-1.510602523,0.003315783,0.001678376,-1.759683327,0.003791408,-0.931034483,0.074074074,0,1,0.074074074,"Paired_control","Modulation"
"DPOGS209152",0.001596424,-1.857327158,0.004430572,0.006377054,-1.468030071,0.013524904,0.002742022,-1.82971377,0.00596621,-0.012979062,0.078763709,0.094082328,-0.194488296,-0.01531862,"Paired_control","Modulation"
"DPOGS209151",0.002437948,-1.004609452,0.00352018,0.007555716,-0.434203781,0.008760449,0.00410885,-1.0515061,0.005760064,-0.034853811,0.087874325,0.130748422,-0.487902434,-0.042874097,"Paired_control","Modulation"
"DPOGS209192",0.003737004,-0.442223756,0.004312837,0.002778991,-1.074347483,0.004715104,0.003911202,-1.067996631,0.005541754,0.026677775,0.169680851,0.134286043,0.208596364,0.035394809,"Paired_control","Modulation"
"DPOGS209193",0.000667334,1.62304918,0.000330725,0.022939293,-0.326036041,0.025359195,0.005393361,-0.218595162,0.005736008,0.081082565,0.107629428,0.016351476,0.848076161,0.091277952,"Paired_control","Modulation"
"DPOGS209148",0.012062395,0.9961392,0.009320271,0.018593391,-0.127496496,0.019394202,0.011269206,0.446276141,0.010031986,0.089331207,0.212914485,0.094341377,0.556904843,0.118573108,"Paired_control","Modulation"
"DPOGS209147",0.013644238,-0.118416688,0.014099413,0.020581678,-0.068379721,0.021010385,0.013039317,-0.219068292,0.013841035,-0.048211661,0.140447234,0.206800576,-0.472443207,-0.066353342,"Paired_control","Modulation"
"DPOGS209194",0.002948266,-1.603742553,0.005424989,0.011383678,-0.926764358,0.015574132,0.005119219,-1.34187759,0.007945986,0.010187139,0.037142857,0.026299471,0.291937325,0.010843386,"Paired_control","Modulation"
"DPOGS209146",0.00706664,-1.208134298,0.01046133,0.0140471,-0.935660311,0.019147021,0.009193162,-1.189300596,0.013305053,0.088972319,0.129711209,0.026531428,0.795457705,0.103179781,"Paired_control","Modulation"
"DPOGS209145",0.008020683,-0.418077256,0.009052464,0.009355769,-1.484438153,0.016543337,0.007957518,-0.786245683,0.010034029,0.075762847,0.152213463,0.05970642,0.607745474,0.092507043,"Paired_control","Modulation"
"DPOGS209195",0.011904762,-0.706712836,0.014637713,0.006941518,-1.45416829,0.012507544,0.009488666,-1.063463687,0.013117327,0.023440501,0.151032448,0.120792594,0.200220913,0.030239855,"Paired_control","Modulation"
"DPOGS209200",0.001024892,-1.862662884,0.003111055,0.00745725,-0.552939491,0.009310622,0.003988718,-1.06860233,0.0057828,0.049576784,0.05216285,0,1,0.05216285,"Paired_control","Modulation"
"DPOGS209136",0.004383639,-1.270336484,0.006677106,0.015925926,-1.292267145,0.024412452,0.007006642,-1.437246632,0.011153729,0.018356514,0.048027444,0.028245915,0.411879695,0.019781529,"Paired_control","Modulation"
"DPOGS209202",0.002906617,-1.629663535,0.006007165,0.003415103,-0.562920259,0.00467224,0.002594927,-1.581077094,0.004912722,0.026874878,0.183715221,0.147219638,0.198653017,0.036495583,"Paired_control","Modulation"
"DPOGS209203",0.005415586,-1.389999531,0.009253882,0.01403121,-1.153102712,0.022769775,0.006199477,-1.417477283,0.01021356,-0.14133915,0.214437367,0.466087728,-1.173537819,-0.25165036,"Paired_control","Modulation"
"DPOGS209134",0,NA,0,0.016678169,-0.815815665,0.022345494,0.004278318,-0.967910772,0.006078935,0.043284532,0.045242848,0,1,0.045242848,"Paired_control","Modulation"
"DPOGS209133",0.010657119,-0.206404399,0.011348973,0.004034392,-1.731118613,0.010707216,0.008700764,-1.065128208,0.012299571,-0.120127636,0.084051724,0.246358183,-1.931030695,-0.162306459,"Paired_control","Modulation"
"DPOGS209210",0.003009434,-1.210830453,0.004622798,0.008968899,-0.942327968,0.012535277,0.005024328,-0.991119385,0.006833548,0.04275686,0.044666667,0,1,0.044666667,"Paired_control","Modulation"
"DPOGS209132",0.005514192,-0.473791284,0.006359291,0.009295665,-1.738862611,0.018074566,0.00583411,-1.365999,0.00912429,0.045724803,0.196491228,0.134427466,0.315860216,0.062063762,"Paired_control","Modulation"
"DPOGS209212",0.004662395,-1.328022153,0.007308411,0.014705346,-0.601228447,0.017722288,0.007221393,-1.091459175,0.010098787,0.000498121,0.153174988,0.152512961,0.00432203,0.000662027,"Paired_control","Modulation"
"DPOGS209131",0.005470638,-1.35571415,0.008611094,0.007755545,-1.145035738,0.011718646,0.005293644,-1.464225586,0.008587134,0.013560821,0.085657371,0.069905784,0.183890613,0.015751586,"Paired_control","Modulation"
"DPOGS209130",0.000417711,-1.151418009,0.001502767,0.020653486,-0.232657788,0.022541507,0.004356785,-0.799594932,0.005936674,0.020732245,0.021171171,0,1,0.021171171,"Paired_control","Modulation"
"DPOGS209129",0.003290942,-1.665780144,0.00696614,0.012753319,-0.746568765,0.016969927,0.007103495,-1.09307363,0.010225576,0.146973114,0.326484018,0.110067958,0.662868771,0.21641606,"Paired_control","Modulation"
"DPOGS209128",0.00614087,-1.572763912,0.010610171,0.004646883,-1.698285092,0.010055472,0.006547424,-1.429690789,0.010460855,0.021171058,0.129230769,0.102864574,0.204024127,0.026366195,"Paired_control","Modulation"
"DPOGS210446",0.000890613,-2.130035657,0.002558104,0.007849119,-0.729189626,0.010031986,0.002317012,-1.506991479,0.003939292,0.01888412,0.019247594,0,1,0.019247594,"Paired_control","Signaling"
"DPOGS210445",0.006051587,-0.684483762,0.008030412,0,NA,0,0.003421392,-0.684483762,0.004540162,0.135271808,0.156432749,0,1,0.156432749,"Paired_control","Signaling"
"DPOGS210450",0.007987839,-0.02932298,0.008054383,0.008230453,-0.535781543,0.010197348,0.006785268,-0.15008813,0.00707475,-0.090779569,0.331060606,0.514002197,-0.552592447,-0.18294159,"Paired_control","Signaling"
"DPOGS210442",0.015115634,-1.083714096,0.021759825,0.020841399,-0.150024385,0.021936735,0.014972149,-0.793262033,0.019103521,0.030765561,0.567324955,0.495225723,0.127086305,0.072099232,"Paired_control","Signaling"
"DPOGS210434",0.009857789,-1.027019615,0.013337708,0.011227325,-1.073660756,0.015532108,0.009972267,-1.041598322,0.013546923,-0.007433397,0.328220859,0.341465405,-0.040352542,-0.013244546,"Paired_control","Signaling"
"DPOGS210461",0.005094503,-1.263536666,0.007564272,0.01148071,-1.064178783,0.01591455,0.006868644,-1.236857079,0.010032958,0.014627815,0.030403173,0.015102985,0.503243112,0.015300187,"Paired_control","Signaling"
"DPOGS210462",0.004667407,-0.808480456,0.005995352,0.007372835,-1.270278196,0.011680599,0.004978421,-1.322028352,0.007620099,0.08788646,0.109375,0.010820928,0.901065799,0.098554072,"Paired_control","Signaling"
"DPOGS210430",0.002708922,-1.639314752,0.004928253,0.008611847,-1.602101941,0.015290151,0.00415532,-1.75098699,0.007645647,0.048404095,0.071737786,0.018881769,0.736794658,0.052856017,"Paired_control","Signaling"
"DPOGS210471",0.005892749,-1.475904469,0.009654047,0.007954837,-1.753098088,0.01543026,0.006202715,-1.584656206,0.010507081,0.010061487,0.010163749,0,1,0.010163749,"Paired_control","Signaling"
"DPOGS210481",0.009285794,-1.079748655,0.012887321,0.007551794,-1.245193161,0.011533805,0.008051431,-1.176733187,0.011532743,-0.029213549,0.036356529,0.068712496,-0.889963063,-0.032355967,"Paired_control","Signaling"
"DPOGS214406",0.000862207,-0.860947534,0.001225627,0.005166279,0.039389542,0.005101204,0.002254846,-0.790245005,0.002884846,0.028992487,0.052393857,0.021234447,0.594714958,0.031159411,"Paired_control","Recognition"
"DPOGS214408",0.005689126,-1.349655118,0.008924269,0.008028019,-0.983202748,0.011313284,0.006331704,-1.289436907,0.009546586,-0.005810468,0.090208522,0.097158607,-0.077044663,-0.006950085,"Paired_control","Recognition"
"DPOGS214409",0.008354354,-0.752116586,0.010458211,0.00939675,-0.721228061,0.011973661,0.008156842,-0.742561193,0.010122747,0.022369014,0.07231405,0.047195385,0.34735525,0.025118665,"Paired_control","Signaling"
"DPOGS214410",0.004129501,-0.937590973,0.005602983,0.027718328,-0.453771154,0.03176073,0.009490412,-0.844675586,0.012165299,0.035720524,0.136174636,0.091861698,0.325412566,0.044312938,"Paired_control","Signaling"
"DPOGS214411",0.015012857,-0.446236449,0.016954246,0.004945362,-1.198063076,0.007747935,0.010905472,-0.605134618,0.012902139,0.064623513,0.164184661,0.082727093,0.49613385,0.081457568,"Paired_control","Signaling"
"DPOGS214402",0.003961026,-0.758044954,0.005015089,0.005056272,-1.236075939,0.008011154,0.004128096,-1.004038078,0.005625507,0.02173913,0.022222222,0,1,0.022222222,"Paired_control","Recognition"
"DPOGS214401",0.012534274,-1.285082453,0.018653977,0.018467568,-0.828301659,0.023603462,0.013849249,-1.206737978,0.019968988,-0.060897768,0.209476309,0.305642645,-0.459079767,-0.096166335,"Paired_control","Recognition"
