"All immune"	"Recognition"	"Signalling"	"Modulation"	"Effector"
"Test_statistic"	0.648369679531785	0.157155814323177	1.25599643597216	-0.411730748610389	-0.353051822153162
"run_1"	-0.795228392628035	-0.696845984185259	-0.110611916811105	-0.158773603143755	0.171003111512085
"run_2"	-0.542585953764728	-0.014743664556277	-0.0568656373627291	0.0960956412144292	-0.567072293060151
"run_3"	1.07941991770501	-0.263566541669441	0.582210402736934	1.48151718980706	-0.72074113316954
"run_4"	1.01273471441127	0.19034910749667	-0.248278292241631	1.06662884400302	0.00403505515321323
"run_5"	-0.453628687733062	0.570929328922467	-0.513871030139687	-0.0664652914274441	-0.444221695088398
"run_6"	-0.309295677210783	-0.348241502060439	0.184893294751138	-0.16084137081929	0.0148939009178084
"run_7"	-0.287596952257867	0.365427358792596	0.343693375546509	-0.704736698147064	-0.291980988449909
"run_8"	0.149014519028674	0.481585700542513	-0.000750837063815062	-0.450546516872771	0.118726172422746
"run_9"	-0.127511874054544	0.348691308097458	-0.321673843097551	-0.523891334988732	0.369361995934281
"run_10"	-0.577705086428469	0.114531637207237	-1.02341931034873	-0.472524351927641	0.803706938640662
"run_11"	-0.458733393426635	0.442620037989788	0.714633194568876	-0.873027253706296	-0.742959372279003
"run_12"	0.0334149499637151	-0.42966169505217	0.414322208412791	0.00325909387499718	0.0454953427280973
"run_13"	-0.470814355419999	0.0883894450063827	0.252682889385637	-0.449992391557242	-0.361894298254777
"run_14"	0.673721946132313	-0.8969944997336	1.53947397454585	-1.16885259528046	1.20009506660053
"run_15"	0.263458577460551	-0.194670759948385	-0.161836007151529	-0.0359494084552777	0.655914753015743
"run_16"	0.208951013650218	-0.258315461710512	0.977244006740526	-0.259909850864709	-0.250067680515088
"run_17"	-2.11549243351928	-0.795866962684537	0.190495432616774	-1.13450604503554	-0.375614858415975
"run_18"	-0.236808175173163	0.727714624954213	-0.335136713507136	-0.676879224643019	0.0474931380227798
"run_19"	-0.12404984972402	-0.260099688017538	1.24787903501361	-1.06452071704637	-0.0473084796737158
"run_20"	-0.86625232056593	-0.331689094572095	-0.00622001095590589	0.135841958754909	-0.664185173792839
"run_21"	0.11846796569617	-0.37840769221473	-0.8902857490266	0.19103843584722	1.19612297109028
"run_22"	1.23227092590402	0.961571149614275	-0.624215809782721	0.780301361404839	0.114614224667623
"run_23"	-0.417090452902084	-0.736506096722722	-0.0257315673081206	0.372711951156449	-0.0275647400276908
"run_24"	-0.985713174440672	-0.696693837975913	0.227033807811727	0.382501893603198	-0.898555037879683
"run_25"	0.0125151414198768	-0.683815100857476	-0.376129000883012	1.6068018455314	-0.53434260237103
"run_26"	0.0922805795201279	-0.347640109443334	0.672337370682768	-0.122536565426591	-0.109880116292715
"run_27"	-0.041044388778176	-0.538863033773171	0.39770940096745	0.355615227567921	-0.255505983540376
"run_28"	-0.684094624721795	-0.854348786813187	-0.35983627255144	0.503559946831483	0.0265304878113481
"run_29"	-0.699292651843402	0.0729845979562106	-0.394053823244358	-0.556183034787373	0.177959608232119
"run_30"	-0.0521549742443522	0.278815592080142	-0.403820991298187	-0.217345486961647	0.29019591193534
"run_31"	-1.81047859012629	-0.577722598255911	0.0434206227173893	-0.705766075993965	-0.570410538593803
"run_32"	2.20986937885491	0.912585863672439	0.761669103362077	0.625583836538039	-0.0899694247176409
"run_33"	-0.117691633131358	0.199359920331058	-0.520270145525922	0.0866851571973621	0.116533434866145
"run_34"	-0.715778505888622	-0.745573046348096	0.0517014225500821	0.445840890372282	-0.46774777246289
"run_35"	-1.09294108394255	0.789809165030803	-1.22535262296828	-0.111368738475454	-0.546028887529616
"run_36"	0.745225882916031	-0.0608869972943722	-0.156241965909771	0.534091502987336	0.428263343132838
"run_37"	0.101878777098612	0.778558111630037	-0.446392424114059	-0.312730340191865	0.0824434297744986
"run_38"	1.02050565092708	0.481012251824564	0.951358199497253	0.211525125555709	-0.623389925950445
"run_39"	-1.59554442801974	0.366587713175713	-1.57627372991358	0.389615524835029	-0.775473936116903
"run_40"	0.750007762537369	0.545324934870685	-0.247686167908397	0.825762345911881	-0.3733933503368
"run_41"	0.514332637468808	0.0163245795898547	0.155335769648734	0.907538340273439	-0.56486605204322
"run_42"	-0.0975645871761315	-0.0592059782994782	-1.15013591475777	0.920126581788046	0.191650724093075
"run_43"	0.231211298779984	-0.664136903314741	0.512799783204783	0.201049939841671	0.181498479048272
"run_44"	0.839044688506867	-0.216191915803641	-0.194224291081183	0.501912962134976	0.747547933256715
"run_45"	-1.45716303974849	0.0154131795412921	-1.27475040928698	0.417170091405366	-0.614995901408164
"run_46"	-0.351395688650623	0.573666959860972	-0.270218169978419	-0.580954612213826	-0.0738898663193499
"run_47"	0.105451157166592	-0.165471482106782	0.436806450068879	-0.591527704321399	0.425643893525895
"run_48"	-1.02561800185057	-0.647350489527139	-0.941220955372693	0.51410370041487	0.0488497426343939
"run_49"	-1.32081747896984	0.188982098805361	-0.154848358644246	-0.787343705354742	-0.567607513776214
"run_50"	-0.226127123750685	0.554927329230492	-0.391478255950182	-0.5389115132931	0.149335316262105
"run_51"	2.16497687575083	0.305253761380287	1.01398994884361	-2.13859620779577e-05	0.845754551489013
"run_52"	0.387417622735729	-0.238233021901709	1.41091924698438	-0.551441970734586	-0.233826631612358
"run_53"	-0.773235631175235	0.504252478188478	-0.311754746617998	-0.306176760535529	-0.659556602210187
"run_54"	0.790632970336777	-0.426654956536519	0.131188761066881	0.597524994148127	0.488574171658288
"run_55"	-0.0376312370724451	0.047005003926629	0.70044676422731	-0.347856640709911	-0.437226364516474
"run_56"	-0.387831679433519	-0.454187660790598	0.601173066301316	-0.778918522441958	0.244101437497722
"run_57"	0.563009786733178	0.201309626301476	0.276055351686038	0.505960896898828	-0.420316088153165
"run_58"	0.962798900184345	-0.404051523329448	0.724466115297624	0.595415012352309	0.0469692958638607
"run_59"	-0.0510000564413242	-0.225378844670607	0.363577705007187	0.408600744830768	-0.597799661608672
"run_60"	1.37589444824451	0.603845539624265	0.412052589623538	0.210613738102929	0.149382580893779
"run_61"	0.628972730074356	0.422822109737485	0.063659225791959	0.403970663093118	-0.261479268548206
"run_62"	-0.501943023147643	-0.0495941392399267	0.681617023887899	-0.541667840220863	-0.592298067574752
"run_63"	1.00520020245327	-0.0234382538406038	-0.00721904371665825	0.37540173886298	0.660455761147554
"run_64"	-2.1087399189643	-0.699963427285215	-2.26349052636792	0.195955653344734	0.658758381344095
"run_65"	1.93876124844221	0.48329831778638	1.41561808394408	-0.218318096458515	0.258162943170268
"run_66"	-1.04676409759808	-0.138253697798035	-0.832547824230394	0.0475794193348713	-0.123541994904518
"run_67"	-0.584085584698663	-0.27802909715146	-0.486615636516635	0.467503531734308	-0.286944382764875
"run_68"	1.35614771072812	-0.0755721775849149	0.468254956027918	1.18914051091168	-0.225675578626564
"run_69"	-2.21848056427877	-0.469033804134754	-0.380055273016469	-0.770215175494437	-0.599176311633112
"run_70"	0.610384603682915	-0.135405098785936	0.774410292908176	0.389667177691792	-0.418287768131117
"run_71"	-1.0625396909783	-0.749082573756799	-0.937395489705554	0.590931012103789	0.0330073603802683
"run_72"	-0.619482287356098	1.09674777502359	-0.561249706384682	-0.434523168936976	-0.720457187058027
"run_73"	0.651198361798901	-0.108024235077422	-0.53551547090237	0.856405701586685	0.438332366192008
"run_74"	0.263002230523761	0.114821250474526	0.232889588137889	-0.33635210412126	0.251643496032606
"run_75"	1.42548777851474	0.623729895544733	0.794150881801617	0.111905650711379	-0.104298649542987
"run_76"	0.348672705802041	0.990886261512099	0.609438518576476	-0.664557367725595	-0.587094706560939
